"","ENTREZID","SYMBOL","ENSEMBL","SRR12878708","SRR12878713","SRR12878714","SRR12878717","SRR12878718","SRR12878719"
"14408","441009","CPEB2-DT","ENSG00000282962",33,1,16,6,1,7
"14409","441024","MTHFD2L","ENSG00000163738",269,4,149,4,15,34
"14410","441025","LINC02483","ENSG00000251383",0,0,0,11,0,0
"14411","441027","TMEM150C","ENSG00000249242",243,6,86,0,3,3
"14412","441046","GUSBP5","ENSG00000236296",3,6,3,0,13,0
"14413","441054","C4orf47","ENSG00000205129",19,0,4,1,0,0
"14414","441056","DUX4L4","ENSG00000258834",0,0,0,0,0,0
"14415","441058","LINC01667","ENSG00000280081",0,0,0,0,0,0
"14416","441061","MARCHF11","ENSG00000183654",0,0,3,10,24,12
"14417","441072","IL6ST-DT","ENSG00000227908",44,3,62,1,7,1
"14418","441081","LOC441081",NA,30,19,106,0,0,1
"14419","441089","CRSP8P",NA,18,1,31,0,1,0
"14420","441094","NR2F1-AS1","ENSG00000237187",194,15,72,13,6,4
"14421","441108","IRF1-AS1",NA,154,14,160,1,37,20
"14422","441116","LINC01951","ENSG00000204754",0,5,0,1,0,14
"14423","441150","C6orf226","ENSG00000221821",24,0,32,1,2,1
"14424","441151","TMEM151B","ENSG00000178233",108,0,21,3,33,12
"14425","441155","LOC441155",NA,174,22,60,0,4,6
"14426","441161","OOEP","ENSG00000203907",1,0,0,0,0,1
"14427","441168","CALHM6","ENSG00000188820",159,38,64,1,0,6
"14428","441172","FLJ46906",NA,39,4,15,5,3,1
"14429","441177","LINC00602","ENSG00000281832",3,0,2,1,0,1
"14430","441191","RNF216P1","ENSG00000196204",259,33,238,0,18,7
"14431","441194","PMS2CL","ENSG00000187953",95,11,103,0,8,19
"14432","441204","LOC441204","ENSG00000214870",18,6,19,32,3,6
"14433","441208","ZNRF2P1",NA,34,19,41,5,13,6
"14434","441212","RP9P","ENSG00000205763",122,15,140,0,43,25
"14435","441234","ZNF716","ENSG00000182111",0,0,0,0,0,9
"14436","441242","LOC441242","ENSG00000272693",55,8,31,17,27,25
"14437","441250","TYW1B","ENSG00000277149",128,26,87,16,21,11
"14438","441251","SPDYE7P","ENSG00000179994",11,2,10,22,4,12
"14439","441263","DTX2P1-UPK3BP1-PMS2P11","ENSG00000265479",85,9,56,0,29,16
"14440","441272","SPDYE3","ENSG00000214300",75,12,8,79,16,3
"14441","441282","AKR1B15","ENSG00000227471",1,0,0,3,2,4
"14442","441294","CTAGE15","ENSG00000271079",0,0,0,0,0,0
"14443","441294","CTAGE15","ENSG00000285172",0,0,0,0,0,0
"14444","441295","OR2A9P",NA,5,0,3,0,0,0
"14445","441307","PDGFA-DT","ENSG00000223855",85,0,89,2,2,13
"14446","441308","OR4F21","ENSG00000176269",0,0,0,0,0,0
"14447","441317","FAM90A7P",NA,0,0,0,0,0,0
"14448","441328","FAM90A10P",NA,0,0,0,0,0,1
"14449","441355","MIR2052HG","ENSG00000254349",0,0,17,1,0,0
"14450","441369","FLJ46284","ENSG00000248858",0,0,0,0,0,2
"14451","441374","FLJ42969","ENSG00000248599",0,0,0,0,0,0
"14452","441376","AARD","ENSG00000205002",0,0,0,1,1,1
"14453","441381","LRRC24","ENSG00000254402",0,0,0,0,0,0
"14454","441389","LINC01239","ENSG00000234840",0,0,1,1,4,21
"14455","441394","SUGT1P1",NA,20,0,18,0,5,1
"14456","441425","ANKRD20A3P",NA,4,0,7,0,10,0
"14457","441432","AQP7P3",NA,0,0,0,0,0,0
"14458","441452","SPATA31C1","ENSG00000230246",0,0,0,1,0,1
"14459","441454","PTMAP11",NA,33,2,22,0,1,7
"14460","441455","LOC441455",NA,92,15,40,0,1,9
"14461","441457","NUTM2G","ENSG00000188152",7,2,10,0,0,3
"14462","441459","ANKRD18B","ENSG00000230453",2,0,5,3,1,2
"14463","441461","STX17-DT",NA,8,0,8,0,0,0
"14464","441476","STPG3","ENSG00000197768",1,2,2,0,0,2
"14465","441478","NRARP","ENSG00000198435",813,53,418,0,71,61
"14466","441490","FTHL18P",NA,0,0,0,0,0,1
"14467","441501","LINC00891",NA,1,0,0,0,0,0
"14468","441502","RPS26P11",NA,5,0,1,0,0,2
"14469","441509","GLRA4",NA,0,0,0,3,11,5
"14470","441518","RTL8B","ENSG00000212747",300,32,233,0,0,9
"14471","441519","CT45A3","ENSG00000269096",0,0,0,0,0,0
"14472","441520",NA,NA,0,0,1,0,0,0
"14473","441521","CT45A5","ENSG00000228836",32,0,79,0,0,0
"14474","441525","SPANXN4","ENSG00000189326",0,0,0,0,0,0
"14475","441531","PGAM4","ENSG00000226784",83,8,36,0,0,8
"14476","441549","CDNF","ENSG00000185267",43,8,9,0,0,0
"14477","441581","FRG2B","ENSG00000225899",0,0,0,0,0,0
"14478","441601","SEPTIN7P11","ENSG00000255042",0,1,0,1,0,0
"14479","441608","OR5B3","ENSG00000172769",0,0,0,0,0,0
"14480","441631","TSPAN11","ENSG00000110900",87,0,13,9,0,0
"14481","441639","OR9K2","ENSG00000170605",0,0,0,0,0,0
"14482","441666","LOC441666","ENSG00000215146",72,6,65,0,0,6
"14483","441669","OR4Q3",NA,0,0,0,0,4,0
"14484","441670","OR4M1","ENSG00000176299",0,0,0,0,0,2
"14485","441687","TEX21P",NA,0,0,2,8,24,0
"14486","441733","PRKXP1",NA,83,34,54,7,17,38
"14487","441818","WBP11P1","ENSG00000260389",487,25,348,0,31,15
"14488","441864","TARM1","ENSG00000248385",0,0,0,2,0,0
"14489","441864","TARM1","ENSG00000276145",0,0,0,2,0,0
"14490","441864","TARM1","ENSG00000274889",0,0,0,2,0,0
"14491","441864","TARM1","ENSG00000275123",0,0,0,2,0,0
"14492","441864","TARM1","ENSG00000277178",0,0,0,2,0,0
"14493","441864","TARM1","ENSG00000275384",0,0,0,2,0,0
"14494","441864","TARM1","ENSG00000273875",0,0,0,2,0,0
"14495","441864","TARM1","ENSG00000276604",0,0,0,2,0,0
"14496","441864","TARM1","ENSG00000275806",0,0,0,2,0,0
"14497","441864","TARM1","ENSG00000276355",0,0,0,2,0,0
"14498","441869","ANKRD65","ENSG00000235098",68,8,43,1,20,3
"14499","441897","PGBP","ENSG00000227179",0,0,0,0,0,0
"14500","441911","OR10J3","ENSG00000196266",0,0,0,0,0,0
"14501","441932","OR2W5P","ENSG00000203664",0,0,5,0,1,2
"14502","441933","OR13G1","ENSG00000197437",0,0,1,0,0,0
"14503","441951","ZFAS1","ENSG00000177410",437,16,309,3,11,43
"14504","442028","LOC442028","ENSG00000259848",0,0,2,1,2,1
"14505","442038","SULT1C3","ENSG00000196228",0,0,0,0,0,11
"14506","442117","GALNTL6","ENSG00000174473",7,5,9,2,13,0
"14507","442132","LOC442132",NA,0,0,1,13,2,9
"14508","442184","OR2B3","ENSG00000204703",0,0,0,0,0,0
"14509","442184","OR2B3","ENSG00000233054",0,0,0,0,0,0
"14510","442184","OR2B3","ENSG00000226832",0,0,0,0,0,0
"14511","442184","OR2B3","ENSG00000233687",0,0,0,0,0,0
"14512","442184","OR2B3","ENSG00000231319",0,0,0,0,0,0
"14513","442184","OR2B3","ENSG00000233180",0,0,0,0,0,0
"14514","442184","OR2B3","ENSG00000225736",0,0,0,0,0,0
"14515","442184","OR2B3","ENSG00000206524",0,0,0,0,0,0
"14516","442186","OR2J3","ENSG00000204701",0,0,0,1,0,0
"14517","442186","OR2J3","ENSG00000226271",0,0,0,1,0,0
"14518","442186","OR2J3","ENSG00000232178",0,0,0,1,0,0
"14519","442186","OR2J3","ENSG00000233636",0,0,0,1,0,0
"14520","442186","OR2J3","ENSG00000233618",0,0,0,1,0,0
"14521","442186","OR2J3","ENSG00000230855",0,0,0,1,0,0
"14522","442186","OR2J3","ENSG00000206522",0,0,0,1,0,0
"14523","442186","OR2J3","ENSG00000229866",0,0,0,1,0,0
"14524","442191","OR14J1","ENSG00000204695",0,0,0,0,0,1
"14525","442191","OR14J1","ENSG00000236927",0,0,0,0,0,1
"14526","442191","OR14J1","ENSG00000234100",0,0,0,0,0,1
"14527","442191","OR14J1","ENSG00000112459",0,0,0,0,0,1
"14528","442191","OR14J1","ENSG00000234195",0,0,0,0,0,1
"14529","442191","OR14J1","ENSG00000237777",0,0,0,0,0,1
"14530","442191","OR14J1","ENSG00000225291",0,0,0,0,0,1
"14531","442194","OR10C1","ENSG00000206474",0,0,0,0,0,0
"14532","442194","OR10C1","ENSG00000230505",0,0,0,0,0,0
"14533","442194","OR10C1","ENSG00000235441",0,0,0,0,0,0
"14534","442194","OR10C1","ENSG00000232397",0,0,0,0,0,0
"14535","442194","OR10C1","ENSG00000220550",0,0,0,0,0,0
"14536","442194","OR10C1","ENSG00000229412",0,0,0,0,0,0
"14537","442194","OR10C1","ENSG00000224234",0,0,0,0,0,0
"14538","442194","OR10C1","ENSG00000204689",0,0,0,0,0,0
"14539","442211","ATP6V0CP3",NA,4,0,3,7,0,0
"14540","442213","PTCHD4","ENSG00000244694",5,8,9,2,53,37
"14541","442229","SLC25A51P1",NA,11,1,2,1,3,5
"14542","442245","GSTM2P1",NA,577,98,378,4,6,21
"14543","442247","RFPL4B","ENSG00000251258",0,0,0,0,0,0
"14544","442319","ZNF727","ENSG00000214652",16,0,52,5,0,3
"14545","442361","OR2A2","ENSG00000221989",0,0,0,1,0,0
"14546","442361","OR2A2","ENSG00000285071",0,0,0,1,0,0
"14547","442421","PTGER4P2-CDK2AP2P2","ENSG00000275450",105,2,60,8,0,4
"14548","442425","FOXB2","ENSG00000204612",3,1,0,8,14,14
"14549","442444","FAM47C","ENSG00000198173",0,0,0,1,0,0
"14550","442454","UQCRBP1",NA,420,34,182,0,7,28
"14551","442459","XRCC6P5","ENSG00000215070",22,0,11,1,6,1
"14552","442497","LOC442497","ENSG00000249574",49,0,30,16,3,9
"14553","442523","DPY19L2P4","ENSG00000235436",0,0,8,0,0,0
"14554","442524","DPY19L2P3","ENSG00000227855",8,0,13,0,0,0
"14555","442578","STAG3L3",NA,45,13,47,1,11,5
"14556","442582","STAG3L2",NA,83,20,85,0,9,15
"14557","442590","SPDYE5","ENSG00000170092",18,11,35,0,10,5
"14558","442720","EIF3IP1","ENSG00000237064",286,28,201,1,1,22
"14559","442721","LMOD2","ENSG00000170807",2,4,0,0,0,0
"14560","442862","PRY2","ENSG00000169807",0,0,0,0,0,0
"14561","442890","MIR133B","ENSG00000199080",0,0,0,0,0,0
"14562","442891","MIR135B","ENSG00000199059",0,0,0,0,0,0
"14563","442892","MIR148B","ENSG00000199122",0,0,0,0,0,0
"14564","442894","MIR302B","ENSG00000284463",0,0,0,0,0,0
"14565","442897","MIR323A","ENSG00000199069",0,0,0,0,0,0
"14566","442898","MIR324","ENSG00000199053",25,3,0,0,0,0
"14567","442900","MIR326","ENSG00000199090",0,0,0,0,0,0
"14568","442901","MIR328","ENSG00000207948",0,0,0,0,0,0
"14569","442902","MIR330","ENSG00000284544",0,0,1,0,0,0
"14570","442903","MIR331","ENSG00000199172",10,2,1,0,2,0
"14571","442904","MIR335","ENSG00000199043",0,0,3,0,0,0
"14572","442905","MIR337","ENSG00000199151",0,0,0,0,0,0
"14573","442906","MIR338","ENSG00000283604",0,0,0,0,0,0
"14574","442907","MIR339","ENSG00000199023",1,0,6,0,0,0
"14575","442908","MIR340","ENSG00000198995",0,0,0,0,0,1
"14576","442910","MIR345","ENSG00000198984",0,0,0,0,0,0
"14577","442911","MIR346","ENSG00000199104",0,0,0,0,0,0
"14578","442913","MIR376C","ENSG00000283279",0,0,0,0,0,0
"14579","442914","MIR369","ENSG00000199025",0,0,0,0,0,0
"14580","442917","MIR372","ENSG00000199095",0,0,0,0,0,0
"14581","442918","MIR373","ENSG00000199143",0,0,0,0,0,0
"14582","442919","MIR374A","ENSG00000199168",0,0,1,0,0,0
"14583","442920","MIR196B","ENSG00000283745",0,0,0,0,0,0
"14600","444882","IGFL4","ENSG00000204869",0,0,2,15,0,0
"14602","445328","ARHGEF35","ENSG00000213214",2,0,1,0,0,0
"14603","445328","ARHGEF35","ENSG00000288422",2,0,1,0,0,0
"14604","445329","SULT1A4","ENSG00000213648",0,0,0,0,0,0
"14605","445347","TARP","ENSG00000211689",407,22,28,0,0,1
"14606","445372","TRIM6-TRIM34","ENSG00000258588",0,0,0,0,0,0
"14607","445571","CBWD3","ENSG00000196873",70,16,158,1,27,12
"14608","445577","C9orf129",NA,0,0,1,0,0,1
"14609","445582","POTEE","ENSG00000188219",1974,244,1686,19,97,119
"14610","445815","PALM2AKAP2","ENSG00000157654",3,0,0,0,0,0
"14620","448834","KPRP","ENSG00000203786",0,6,0,0,0,0
"14621","448835","LCE6A","ENSG00000235942",0,0,0,0,0,0
"14626","449491","DEFA8P","ENSG00000223629",2,1,0,0,0,0
"14627","449491","DEFA8P","ENSG00000284863",2,1,0,0,0,0
"14628","449492","DEFA9P","ENSG00000233238",0,0,0,0,0,2
"14629","449492","DEFA9P","ENSG00000284789",0,0,0,0,0,2
"14630","449493","DEFA10P","ENSG00000285475",0,0,0,2,0,0
"14631","449493","DEFA10P","ENSG00000233531",0,0,0,2,0,0
"14633","449520","GGNBP1","ENSG00000204188",0,0,0,0,0,0
"14832","474170","LRRC37A2","ENSG00000238083",175,30,116,0,58,10
"14833","474170","LRRC37A2","ENSG00000274332",175,30,116,0,58,10
"14834","474170","LRRC37A2","ENSG00000277221",175,30,116,0,58,10
"14835","474338","SUMO1P3",NA,818,58,481,2,25,19
"14836","474343","SPIN2B","ENSG00000186787",70,0,45,0,0,1
"14837","474344","GIMAP6","ENSG00000133561",4682,317,2862,2,115,131
"14838","474354","LRRC18","ENSG00000165383",30,2,13,0,7,1
"15016","492303","GEMIN8P4",NA,2,0,6,1,0,3
"15017","492307","PPDPFL","ENSG00000168333",0,0,5,0,0,2
"15018","492311","IGIP","ENSG00000182700",370,10,152,0,34,9
"15028","493753","COA5","ENSG00000183513",626,26,666,0,11,23
"15029","493754","RABGEF1P1","ENSG00000229180",289,39,117,0,40,13
"15031","493812","HCG11","ENSG00000228223",950,45,729,1,0,20
"15032","493829","TRIM72","ENSG00000177238",1,0,13,3,0,3
"15033","493856","CISD2","ENSG00000145354",260,8,170,0,1,7
"15034","493860","CCDC73","ENSG00000186714",23,0,22,0,1,5
"15035","493861","EID3","ENSG00000255150",31,2,15,0,13,48
"15036","493869","GPX8","ENSG00000164294",139,10,58,0,7,27
"15038","493900","TMEM9B-AS1","ENSG00000254860",74,0,15,0,0,0
"15039","493901","RNASE12","ENSG00000258436",0,0,0,0,0,0
"15040","493911","PHOSPHO2","ENSG00000144362",32,0,14,0,17,2
"15042","494115","RBMXL1","ENSG00000213516",2311,130,1465,4,37,114
"15043","494118","SPANXN1","ENSG00000203923",0,0,0,0,0,0
"15044","494119","SPANXN2","ENSG00000268988",3,0,1,3,1,9
"15045","494127","NFYCP2",NA,426,45,236,1,33,8
"15046","494141","SLC25A51P4","ENSG00000189332",9,0,0,0,0,0
"15047","494143","CHAC2","ENSG00000143942",30,0,34,10,0,1
"15048","494188","FBXO47","ENSG00000204952",28,0,21,3,6,5
"15049","494197","SPANXN5","ENSG00000204363",0,0,0,3,0,3
"15052","494324","MIR375","ENSG00000198973",0,0,0,0,0,0
"15053","494325","MIR376A1","ENSG00000283588",0,0,0,0,0,0
"15054","494326","MIR377","ENSG00000199015",0,0,0,0,0,0
"15055","494328","MIR379","ENSG00000199088",0,0,0,0,0,0
"15056","494329","MIR380","ENSG00000198982",0,0,0,0,0,0
"15057","494330","MIR381","ENSG00000199020",0,0,0,0,0,0
"15058","494331","MIR382","ENSG00000283170",0,0,0,0,0,0
"15059","494332","MIR383","ENSG00000199127",0,0,0,0,0,0
"15060","494333","MIR384","ENSG00000283242",0,0,0,0,0,0
"15061","494335","MIR423","ENSG00000283935",13,0,27,0,0,0
"15062","494336","MIR424","ENSG00000284231",0,0,0,0,0,0
"15063","494337","MIR425","ENSG00000199032",0,0,3,0,0,0
"15064","494470","RNF165","ENSG00000141622",158,2,2,1,4,5
"15065","494513","PJVK","ENSG00000204311",26,1,11,3,24,6
"15066","494514","TYMSOS","ENSG00000176912",0,0,0,7,0,12
"15067","494551","WEE2","ENSG00000214102",13,0,4,0,0,7
"15068","494551","WEE2","ENSG00000263042",13,0,4,0,0,7
"15069","494558","CFAP95-DT","ENSG00000225626",0,0,0,0,0,0
"15086","497049","FLJ25758",NA,0,0,0,0,0,0
"15087","497189","TIFAB","ENSG00000255833",7,12,15,0,0,1
"15088","497190","CLEC18B","ENSG00000140839",5,0,2,6,0,10
"15089","497258","BDNF-AS","ENSG00000245573",46,2,15,2,0,7
"15090","497259","C18orf61",NA,0,0,0,1,0,4
"15095","497634","LINC00293","ENSG00000253314",0,0,1,3,0,0
"15096","497661","C18orf32","ENSG00000177576",56,1,22,0,0,0
"15153","503497","MS4A13","ENSG00000204979",0,0,2,0,1,1
"15154","503519","LINC00929","ENSG00000259150",0,0,0,0,0,0
"15155","503538","A1BG-AS1","ENSG00000268895",12,12,0,1,0,0
"15156","503542","SPRN","ENSG00000203772",30,0,28,1,18,20
"15157","503569","RGMB-AS1","ENSG00000246763",0,1,5,5,0,0
"15158","503582","ARGFX","ENSG00000186103",0,3,0,0,6,1
"15160","503614","DEFB107B","ENSG00000198129",0,0,0,0,0,0
"15161","503614","DEFB107B","ENSG00000277530",0,0,0,0,0,0
"15162","503614","DEFB107B","ENSG00000284979",0,0,0,0,0,0
"15163","503614","DEFB107B","ENSG00000285432",0,0,0,0,0,0
"15164","503614","DEFB107B","ENSG00000186572",0,0,0,0,0,0
"15165","503618","DEFB104B","ENSG00000177023",0,0,0,0,0,0
"15166","503618","DEFB104B","ENSG00000277006",0,0,0,0,0,0
"15167","503618","DEFB104B","ENSG00000285356",0,0,0,0,0,0
"15168","503640","ARGFXP2",NA,0,6,3,0,0,0
"15169","503645","DPRXP4","ENSG00000264743",28,10,21,1,0,3
"15170","503693","LOH12CR2","ENSG00000205791",52,1,29,0,0,0
"15171","503693","LOH12CR2","ENSG00000281234",52,1,29,0,0,0
"15173","503834","DPRX","ENSG00000204595",0,0,0,1,0,0
"15174","503835","DUXA","ENSG00000258873",0,0,0,0,0,0
"15175","504189","OR8U8","ENSG00000262315",0,0,0,0,0,1
"15176","504191","OR9G9","ENSG00000262191",0,2,0,6,0,0
"16237","541465","CT45A6","ENSG00000278289",0,0,1,0,0,0
"16238","541466","CT45A1","ENSG00000268940",0,0,0,0,0,0
"16239","541468","LURAP1","ENSG00000171357",88,8,27,0,0,5
"16240","541471","MIR4435-2HG","ENSG00000172965",99,21,50,0,170,55
"16241","541473","LOC541473","ENSG00000146722",0,0,0,0,5,3
"16244","541565","C8orf58","ENSG00000241852",296,22,113,2,14,13
"16245","541578","EOLA2","ENSG00000197021",177,59,148,2,27,22
"16264","542767","PCOTH","ENSG00000205861",0,0,0,0,0,0
"16562","548313","SSX4B","ENSG00000269791",0,0,0,0,0,0
"16564","548321",NA,NA,7,0,1,0,0,0
"16587","548593","SLX1A","ENSG00000132207",0,0,0,0,0,0
"16588","548596","CKMT1A","ENSG00000223572",2,0,0,2,7,1
"16594","548644","POLR2J3","ENSG00000168255",9,0,11,0,4,1
"16595","548644","POLR2J3","ENSG00000285437",9,0,11,0,4,1
"16596","548645","DNAJC25","ENSG00000059769",103,19,89,0,2,15
"16747","550112","UBA6-DT","ENSG00000248049",187,20,100,0,0,4
"16748","550113","LOC550113",NA,0,0,0,0,0,1
"16790","550631","CCDC157","ENSG00000187860",8,11,14,1,0,1
"16792","550643","NBDY","ENSG00000204272",597,82,731,0,28,6
"17015","552859","LINC00251","ENSG00000280725",0,1,0,9,0,3
"17017","552860","SAMD12-AS1",NA,11,10,2,2,20,0
"17020","552889","ATXN7L3B","ENSG00000253719",3259,159,1287,5,19,68
"17022","552891","DNAJC25-GNG10","ENSG00000244115",0,0,0,0,0,0
"17025","552900","BOLA2","ENSG00000183336",0,0,0,0,7,0
"17026","552900","BOLA2","ENSG00000169627",0,0,0,0,7,0
"17043","553103","MIR3936HG","ENSG00000233006",26,0,7,0,0,0
"17045","553115","PEF1","ENSG00000162517",1000,31,468,1,8,23
"17047","553128","KIR2DL5B","ENSG00000275946",0,0,0,0,0,0
"17048","553128","KIR2DL5B","ENSG00000274707",0,0,0,0,0,0
"17049","553128","KIR2DL5B","ENSG00000278414",0,0,0,0,0,0
"17050","553128","KIR2DL5B","ENSG00000275937",0,0,0,0,0,0
"17051","553128","KIR2DL5B","ENSG00000275436",0,0,0,0,0,0
"17052","553128","KIR2DL5B","ENSG00000278481",0,0,0,0,0,0
"17053","553128","KIR2DL5B","ENSG00000288487",0,0,0,0,0,0
"17054","553128","KIR2DL5B","ENSG00000284089",0,0,0,0,0,0
"17058","553158","PRR5-ARHGAP8","ENSG00000248405",0,0,0,0,0,0
"17125","554201","CCDC148-AS1","ENSG00000227480",0,0,0,0,0,0
"17126","554202","MIR31HG","ENSG00000171889",46,3,71,2,4,2
"17127","554203","JPX","ENSG00000225470",373,16,229,3,80,31
"17128","554206","LOC554206","ENSG00000262587",15,4,8,0,0,0
"17130","554210","MIR429","ENSG00000198976",0,0,0,0,0,0
"17131","554212","MIR448","ENSG00000199001",0,0,0,0,0,0
"17132","554213","MIR449A","ENSG00000198983",0,0,0,0,0,0
"17133","554214","MIR450A1","ENSG00000199132",0,0,0,0,0,0
"17135","554223",NA,NA,0,0,0,0,0,0
"17136","554226","ANKRD30BL","ENSG00000163046",2466,530,1472,131,1919,2556
"17138","554235","ASPDH","ENSG00000204653",11,3,8,0,27,8
"17139","554236","DPY19L2P1",NA,1,0,0,0,0,8
"17141","554251","FBXO48","ENSG00000204923",86,0,19,1,0,0
"17142","554279","LINC00862","ENSG00000203721",2,0,0,0,0,1
"18133","572558","PGM5-AS1","ENSG00000224958",27,2,30,10,0,0
"18171","574016","CLLU1-AS1","ENSG00000205057",0,1,0,7,0,6
"18173","574028","CLLU1","ENSG00000257127",40,31,16,0,0,4
"18174","574029","DUSP5P1",NA,2,0,0,0,0,0
"18176","574030","MIR362","ENSG00000208015",0,0,0,0,0,0
"18177","574031","MIR363","ENSG00000284499",0,0,0,0,0,0
"18178","574032","MIR20B","ENSG00000284043",0,0,0,0,0,0
"18179","574033","MIR18B","ENSG00000283931",33,0,6,0,0,0
"18180","574034","MIR433","ENSG00000207569",0,0,0,0,0,0
"18181","574036","SERTAD4-AS1",NA,66,25,106,0,3,5
"18182","574038","MIR431","ENSG00000208001",0,0,0,0,0,0
"18184","574040","SNORA6","ENSG00000206760",1168,125,1195,6,37,24
"18185","574042","SNORA10","ENSG00000206811",238,22,321,2,41,16
"18203","574407","OBSCN-AS1","ENSG00000162913",5,0,0,2,1,2
"18204","574408","MIR329-1","ENSG00000207761",0,0,0,0,0,0
"18205","574409","MIR329-2","ENSG00000207762",0,0,0,0,0,4
"18206","574410","MIR323B","ENSG00000208004",0,0,0,0,0,0
"18207","574411","MIR451A","ENSG00000284565",0,0,0,0,0,0
"18208","574412","MIR452","ENSG00000283751",0,0,2,0,0,0
"18209","574413","MIR409","ENSG00000199107",0,0,0,0,0,0
"18210","574414","PRR9","ENSG00000203783",0,0,0,0,0,0
"18211","574433","MIR412","ENSG00000199012",0,0,0,2,0,0
"18212","574434","MIR410","ENSG00000199092",0,0,1,0,0,0
"18213","574435","MIR376B","ENSG00000283556",0,0,0,0,0,0
"18214","574436","MIR485","ENSG00000208027",0,0,0,0,0,0
"18215","574441","MIR488","ENSG00000202609",0,0,0,0,0,0
"18216","574442","MIR489","ENSG00000207656",0,0,0,0,0,0
"18217","574443","MIR490","ENSG00000207597",0,0,0,0,0,0
"18218","574444","MIR491","ENSG00000207609",0,0,4,0,0,0
"18219","574446",NA,NA,1,0,5,0,0,0
"18220","574447","MIR146B","ENSG00000202569",0,0,0,0,0,0
"18221","574448","MIR202","ENSG00000284219",0,0,0,0,0,0
"18222","574450","MIR493","ENSG00000207989",0,0,0,0,0,0
"18223","574451","MIR432","ENSG00000272458",0,0,0,0,0,0
"18224","574452","MIR494","ENSG00000194717",0,0,0,0,0,0
"18225","574453","MIR495","ENSG00000207743",0,0,0,0,0,0
"18226","574454","MIR496","ENSG00000207961",0,0,0,0,0,0
"18227","574455","MIR193B","ENSG00000207639",0,0,0,0,0,0
"18228","574456","MIR497","ENSG00000284027",9,0,2,0,1,0
"18229","574457","MIR181D","ENSG00000207585",0,0,0,0,0,0
"18230","574457","MIR181D","ENSG00000288329",0,0,0,0,0,0
"18231","574459","MIR512-2","ENSG00000207644",0,0,0,0,0,0
"18233","574460","MIR498","ENSG00000207869",0,0,0,0,0,0
"18234","574461","MIR520E","ENSG00000207599",0,0,0,0,0,0
"18235","574462","MIR515-1","ENSG00000207616",0,0,0,0,0,0
"18236","574463","MIR519E","ENSG00000207810",0,0,0,0,0,0
"18237","574464","MIR520F","ENSG00000283540",0,0,0,0,0,0
"18238","574466","MIR519C","ENSG00000207788",0,0,0,0,0,0
"18239","574467","MIR520A","ENSG00000207594",0,0,0,0,0,0
"18240","574468","MIR526B","ENSG00000207580",0,0,0,0,0,0
"18241","574469","MIR519B","ENSG00000207825",0,0,0,0,0,0
"18243","574470","MIR525","ENSG00000207711",0,0,0,0,0,0
"18244","574471","MIR523","ENSG00000283455",0,0,0,0,0,0
"18245","574472","MIR518F","ENSG00000207706",0,0,0,0,0,0
"18246","574473","MIR520B","ENSG00000207722",0,0,0,0,0,0
"18247","574474","MIR518B","ENSG00000207862",0,0,0,0,0,0
"18248","574475","MIR526A1","ENSG00000207629",0,0,0,0,0,0
"18249","574476","MIR520C","ENSG00000207738",0,0,0,0,0,0
"18250","574477","MIR518C","ENSG00000283490",0,0,0,0,0,0
"18251","574478","MIR524","ENSG00000283289",0,0,0,0,0,0
"18252","574479","MIR517A","ENSG00000207734",0,0,0,0,0,0
"18254","574480","MIR519D","ENSG00000207981",0,0,0,0,0,0
"18255","574481","MIR521-2","ENSG00000207549",0,0,0,0,0,0
"18256","574482","MIR520D","ENSG00000207735",0,0,0,0,0,0
"18257","574483","MIR517B","ENSG00000207837",0,0,0,0,0,0
"18258","574484","MIR520G","ENSG00000207799",0,0,0,0,0,0
"18259","574485","MIR516B2","ENSG00000207925",0,0,0,0,0,0
"18260","574486","MIR526A2","ENSG00000211532",0,0,0,0,0,0
